name,platform,r-date,score,user score,developer,genre,players,critics,users,Goty,year
Alan Wake,Xbox360,"May 18, 2010",83,8.2,RemedyEntertainment,"Action Adventure,Modern,Horror,Horror,Survival",No Online Multiplayer,100,1333,0,2010
Sega Ages: Sonic the Hedgehog 2,Switch,"February 20, 2020",83,7.7,SonicTeam,"Action,Platformer,2D",No Online Multiplayer,15,10,0,2020
Gorogoa,Switch,"December 14, 2017",83,7.8,"JasonRoberts,BuriedSignal","Puzzle,General",No Online Multiplayer,16,47,0,2017
Tales From The Borderlands: Episode 3 - Catch A Ride,PlayStation4,"June 23, 2015",83,7.3,TelltaleGames,"Adventure,General",No Online Multiplayer,12,80,0,2015
L.A. Noire: The Complete Edition,PC,"November 8, 2011",83,8,RockstarLeeds,"Action Adventure,Adventure,3D,Open-World,Modern,Third-Person,Modern",No Online Multiplayer,28,1180,0,2011
Brutal Legend,PlayStation3,"October 13, 2009",83,7.6,DoubleFineProductions,"Action,Action Adventure,General,Fantasy,General,Fantasy,Open-World",Up to 8,61,187,0,2009
Dragon Quest Wars,DS,"September 28, 2009",83,5.3,IntelligentSystems,"Strategy,Turn-Based,Fantasy,General,Fantasy",1-4,8,17,0,2009
VVVVVV,3DS,"December 29, 2011",83,8,TerryCavanagh,"Action,Platformer,Platformer,2D,2D",1 Player,19,85,0,2011
Katana ZERO,Switch,"April 17, 2019",83,8.7,Askiisoft,"Action,Platformer,2D",No Online Multiplayer,37,184,0,2019
GTR Evolution,PC,"September 1, 2008",83,7.8,SimBin,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info,19,70,0,2008
Marvel: Ultimate Alliance,Xbox,"October 24, 2006",83,6.6,RavenSoftware,"Role-Playing,Action RPG",4  Online,26,9,0,2006
Killer Queen Black,Switch,"October 11, 2019",83,8.3,LiquidBit,"Action Adventure,General",Up to 8,19,51,0,2019
Life is Strange: Episode 5 - Polarized,PC,"October 20, 2015",83,8.4,DONTNODEntertainment,"Action Adventure,General",No info,8,340,0,2015
Battlefield 3: Back to Karkand,PlayStation3,"December 6, 2011",83,7.5,EADICE,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade",No info,8,79,0,2011
Bully: Scholarship Edition,Wii,"March 4, 2008",83,8.1,RockstarToronto,"Action Adventure,Modern,Modern,Open-World",1 Player,34,68,0,2008
Def Jam: Fight for NY,PlayStation2,"September 20, 2004",83,8.8,AkiCorp.,"Action,Fighting,Wrestling",1-4,46,114,0,2004
SteamWorld Dig,WiiU,"August 28, 2014",83,8,Image&Form,"Action,Action Adventure,General,Platformer,2D",No info,13,69,0,2014
Broforce,PC,"April 7, 2014",83,8,FreeLives,"Platformer,2D,Action,Platformer,2D",No info,32,300,0,2014
Disgaea 2: Dark Hero Days,PSP,"September 8, 2009",83,8.3,NipponIchiSoftware,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",No Online Multiplayer,33,50,0,2009
Dust: An Elysian Tail,Xbox360,"August 15, 2012",83,8,HumbleHearts,"Role-Playing,Action RPG,Action RPG",1 Player,59,164,0,2012
Battlefield: Bad Company,Xbox360,"June 23, 2008",83,7.7,EADICE,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 24,70,286,0,2008
A Plague Tale: Innocence,XboxOne,"May 14, 2019",83,8.4,AsoboStudio,"Action Adventure,General,Linear",No Online Multiplayer,22,312,0,2019
Splasher,Switch,"October 26, 2017",83,8,Splashteam,"Action,Platformer,2D",No Online Multiplayer,7,23,0,2017
Spelunky,PlayStation3,"August 27, 2013",83,7.7,"Mossmouth,BlitWorks","Action,Platformer,Platformer,2D,2D",No Online Multiplayer,8,50,0,2013
NCAA Football 09,Xbox360,"July 15, 2008",83,7.7,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",12  Online,24,26,0,2008
Star Wars: Battlefront II (2005),Xbox,"November 1, 2005",83,8.9,PandemicStudios,"Action,Shooter,First-Person,Sci-Fi",1-4,40,155,0,2005
Wipeout Fusion,PlayStation2,"June 17, 2002",83,8.6,StudioLiverpool,"Driving,Racing,Futuristic",1-2,21,50,0,2002
Independence War 2: Edge of Chaos,PC,"August 22, 2001",83,7.9,ParticleSystems,"Simulation,Sci-Fi,Space,Large Spaceship,Large Spaceship,Combat,Civilian",No Online Multiplayer,17,25,0,2001
Myst III: Exile,PC,"May 8, 2001",83,7.6,PrestoStudios,"Adventure,3D,First-Person,Fantasy,Fantasy",No Online Multiplayer,22,55,0,2001
Final Fantasy Tactics,PlayStation,"January 28, 1998",83,9.1,SquareSoft,"Strategy,Turn-Based,Fantasy",1 Player,12,355,0,1998
Ace Combat 2,PlayStation,"July 31, 1997",83,8.8,Namco,"Simulation,Flight,Modern Jet",1 Player,10,50,0,1997
Superbrothers: Sword & Sworcery EP,PC,"April 16, 2012",83,6.4,CapyGames,"Adventure,General,General",No Online Multiplayer,10,220,0,2012
Spyro Reignited Trilogy,XboxOne,"November 13, 2018",83,7.2,"Activision,ToysforBob","Miscellaneous,Compilation",No Online Multiplayer,19,138,0,2018
Sid Meier's Civilization IV: Colonization,PC,"September 22, 2008",83,6.8,FiraxisGames,"Strategy,Turn-Based,Historic,Historic,4X",No info,32,109,0,2008
Pro Evolution Soccer 2008,Wii,"March 18, 2008",83,8.2,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",2  Online,19,46,0,2008
Steel Division: Normandy 44,PC,"May 23, 2017",83,7.6,EugenSystems,"Strategy,Real-Time,General,Tactics",Online Multiplayer,24,62,0,2017
Hearts of Iron IV,PC,"June 6, 2016",83,7.4,ParadoxDevelopmentStudio,"Historic,Strategy,Real-Time,General",No info,37,617,0,2016
Nintendogs: Dachshund & Friends,DS,"August 22, 2005",83,7.9,Nintendo,"Simulation,Miscellaneous,Virtual Life,Virtual Life,Virtual,Pet",1 Player,53,62,0,2005
Dynasty Warriors 8: Xtreme Legends - Definitive Edition,Switch,"December 27, 2018",83,8.6,OmegaForce,"Action,Beat-'Em-Up,3D",No Online Multiplayer,14,16,0,2018
Skylanders Swap Force,Xbox360,"October 13, 2013",83,6,VicariousVisions,"Action,Platformer,Platformer,3D,3D",No info,37,46,0,2013
Dark Souls II: Crown of the Sunken King,PlayStation3,"July 22, 2014",83,8,NamcoBandaiGames,"Role-Playing,Action RPG",No info,18,65,0,2014
Europa Universalis III,PC,"January 23, 2007",83,8.4,ParadoxDevelopmentStudio,"Strategy,General,General",32  Online,25,214,0,2007
FIFA 19,XboxOne,"September 25, 2018",83,2.3,EASports,"Sports,Team,Soccer,Sim",Up to 22,25,238,0,2018
Rhythm Heaven Megamix,3DS,"June 15, 2016",83,8.1,Nintendo,"Action,Rhythm,Music",No info,37,71,0,2016
Duskers,PC,"May 18, 2016",83,6.8,MisfitsAttic,"Strategy,General",No Online Multiplayer,10,18,0,2016
F1 2011,PC,"September 19, 2011",83,7.1,Codemasters,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",No info,10,92,0,2011
Severed,WiiU,"September 22, 2016",83,7.7,DrinkBoxStudios,"Action Adventure,General",No info,8,20,0,2016
Prince of Persia: Warrior Within,PC,"November 30, 2004",83,8.6,UbisoftMontreal,"Action Adventure,Fantasy,Fantasy,Linear",No Online Multiplayer,29,489,0,2004
Door Kickers,PC,"October 20, 2014",83,7.8,KillHouseGames,"Modern,Modern,Strategy,Real-Time,General,Tactics",Online Multiplayer,13,106,0,2014
Counter-Strike: Global Offensive,PC,"August 21, 2012",83,7.3,"ValveSoftware,HiddenPathEntertainment","Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern",,38,4150,0,2012
Resident Evil 7: biohazard,PC,"January 23, 2017",83,7.8,Capcom,"Action Adventure,Survival",No Online Multiplayer,17,1161,0,2017
Owlboy,XboxOne,"April 10, 2018",83,6.3,BlitWorks,"Action Adventure,General",No Online Multiplayer,12,19,0,2018
OlliOlli2: XL Edition,XboxOne,"May 24, 2016",83,6.4,roll7,"Sports,Individual,Skate / Skateboard",No info,12,7,0,2016
Frequency,PlayStation2,"November 19, 2001",83,8.6,HarmonixMusicSystems,"Miscellaneous,Rhythm,Music",1-4,26,29,0,2001
Call of Duty: World at War,Wii,"November 10, 2008",83,7.6,Exakt,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",8  Online,19,85,0,2008
Iconoclasts,PlayStation4,"January 23, 2018",83,6.9,"JoakimSandberg,Konjak","Action Adventure,Open-World",No Online Multiplayer,23,61,0,2018
Flipping Death,Switch,"August 7, 2018",83,7.9,Zoink!,"Action,General",No Online Multiplayer,12,27,0,2018
Yoku's Island Express,XboxOne,"May 29, 2018",83,7.7,VillaGorilla,"Action,Pinball",No Online Multiplayer,29,27,0,2018
Warhammer: Vermintide 2,XboxOne,"July 11, 2018",83,5.6,FatsharkAB,"Action,Shooter,First-Person,Arcade",Up to 4,15,14,0,2018
MLB 07: The Show,PlayStation2,"February 26, 2007",83,8.6,SCEA,"Sports,Traditional,Baseball,Sim",2  Online,25,19,0,2007
Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,Wii,"December 15, 2008",83,7.6,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info,14,10,0,2008
Worms W.M.D,Switch,"November 23, 2017",83,7.8,Team17,"Strategy,Turn-Based,Artillery",Up to 6,21,40,0,2017
Theatrhythm Final Fantasy: Curtain Call,3DS,"September 16, 2014",83,8.2,indieszero,"Action,Miscellaneous,Rhythm,Music",2,52,222,0,2014
Boktai: The Sun Is in Your Hand,GameBoyAdvance,"September 16, 2003",83,8.1,KCEJ,"Action Adventure,Fantasy",1-4,31,21,0,2003
Harvest Moon: Magical Melody,GameCube,"March 28, 2006",83,8.8,Marvelous,"Strategy,Breeding/Constructing",1-4,14,50,0,2006
Pokemon Platinum Version,DS,"March 22, 2009",83,8.9,GameFreak,"Role-Playing,Console-style RPG,Console-style RPG,Trainer",2,46,802,0,2009
Assassin's Creed Odyssey,PlayStation4,"October 2, 2018",83,6.3,Ubisoft,"Action Adventure,Open-World",No Online Multiplayer,86,2733,0,2018
Donkey Kong Country: Tropical Freeze,WiiU,"February 21, 2014",83,8.9,RetroStudios,"Platformer,2D,Action,Platformer,2D",No Online Multiplayer,77,870,0,2014
Valkyria Chronicles II,PSP,"August 30, 2010",83,8.3,Sega,"Role-Playing,Strategy,Action RPG,Turn-Based,Historic,Historic,Tactics",No Online Multiplayer,54,86,0,2010
No More Heroes 2: Desperate Struggle,Switch,"October 28, 2020",83,8.5,"EngineSoftware,GrasshopperManufacture","Action,Beat-'Em-Up,3D",No Online Multiplayer,7,11,0,2020
One Step From Eden,PC,"March 26, 2020",83,8.7,ThomasMoonKang,"Strategy,Real-Time,Defense",Online Multiplayer,8,42,0,2020
Code:Realize - Guardian of Rebirth,Switch,"February 6, 2020",83,6.6,Otomate,"Adventure,Visual Novel",No Online Multiplayer,7,15,0,2020
Reventure,Switch,"October 8, 2019",83,7.6,Pixelatto,"Action,Action Adventure,Platformer,Open-World,2D",No Online Multiplayer,7,11,0,2019
F1 2018,PC,"August 23, 2018",83,7.6,Codemasters,"Racing,Simulation,Automobile",Up to 20,9,63,0,2018
Batman: The Telltale Series - Episode 2: Children of Arkham,XboxOne,"September 20, 2016",83,6.7,TelltaleGames,"Adventure,Point-and-Click",No info,8,15,0,2016
ZEN Pinball 2: The Walking Dead,PlayStation4,"August 26, 2014",83,6,ZenStudios,"Action,Miscellaneous,Parlor,Pinball",No info,7,19,0,2014
BlazBlue: Continuum Shift Extend,PlayStationVita,"February 14, 2012",83,7.5,ArcSystemWorks,"Action,Fighting,Fighting,2D,2D",Up to 6,28,100,0,2012
Odin Sphere,PlayStation2,"May 22, 2007",83,8.7,VanillaWare,"Role-Playing,Action RPG",1 Player,49,73,0,2007
Tony Hawk's Underground 2 Remix,PSP,"March 23, 2005",83,8.1,ShabaGames,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",1-4,49,40,0,2005
Maximo vs Army of Zin,PlayStation2,"January 20, 2004",83,8.1,Capcom,"Action,Platformer,3D",1 Player,46,21,0,2004
Metal Arms: Glitch in the System,GameCube,"November 18, 2003",83,8.6,Swingin'Ape,"Action,Shooter,Third-Person,Sci-Fi",1-4,30,28,0,2003
ESPN College Hoops,PlayStation2,"November 13, 2003",83,8.5,VisualConcepts,"Sports,Traditional,Basketball,Sim",1-8,14,8,0,2003
High Heat Major League Baseball 2004,PlayStation2,"February 20, 2003",83,8.1,3DO,"Sports,Traditional,Baseball,Sim",1-2,17,12,0,2003
MechWarrior 4: Mercenaries,PC,"November 7, 2002",83,8.5,FASAStudio,"Simulation,Sci-Fi,Vehicle,Mech,Mech,Combat",1-16,19,43,0,2002
F1 2001,PlayStation2,"October 1, 2001",83,8.3,EASports,"Driving,Racing,Formula One",1-4,13,12,0,2001
F1 2001,PlayStation2,"October 1, 2001",83,8.3,EASports,"Driving,Racing,Formula One",1-4,13,12,0,2001
Breath of Fire IV,PlayStation,"November 28, 2000",83,8.7,Capcom,"Role-Playing,Console-style RPG",1 Player,10,91,0,2000
Metal Gear Solid,PC,"September 24, 2000",83,8.9,DigitalDialect,"Action Adventure,Modern,General,Modern",1 Player,23,235,0,2000
Mario Kart 64,Nintendo64,"February 10, 1997",83,8.6,Nintendo,"Driving,Racing,Kart",1-4,15,409,0,1997
"Invisible, Inc.",PC,"May 12, 2015",82,7.9,KleiEntertainment,"Sci-Fi,Strategy,Turn-Based,General,Tactics",No Online Multiplayer,45,175,0,2015
WarioWare D.I.Y.,DS,"March 28, 2010",82,8.2,IntelligentSystems,"Miscellaneous,General,General",No info,53,47,0,2010
Wipeout Pulse,PSP,"February 12, 2008",82,8.5,StudioLiverpool,"Driving,Racing,Arcade,Futuristic,Futuristic",Up to 8,40,44,0,2008
SOMA,XboxOne,"December 1, 2017",82,8.3,FrictionalGames,"Action Adventure,Survival",No Online Multiplayer,14,35,0,2017
Dark Souls II: Crown of the Ivory King,PC,"September 29, 2014",82,7.9,NamcoBandaiGames,"Role-Playing,Action RPG",No info,12,101,0,2014
Defense Grid: The Awakening,Xbox360,"September 2, 2009",82,7.8,HiddenPathEntertainment,"Strategy,Real-Time,General,Sci-Fi,Defense",No info,23,39,0,2009
Sega Genesis Collection,PSP,"November 16, 2006",82,8,Sega,"Miscellaneous,Compilation,Compilation",1-2,22,18,0,2006
Gears of War: Ultimate Edition,XboxOne,"August 25, 2015",82,7.7,"SplashDamage,TheCoalition","Action,Shooter,Third-Person,Arcade",Up to 8,74,714,0,2015
Tomb Raider: Legend,Xbox,"April 11, 2006",82,6.9,CrystalDynamics,"Action Adventure,Modern",1 Player,40,15,0,2006
Tom Clancy's Rainbow Six Vegas 2,Xbox360,"March 18, 2008",82,7.8,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",1-2,66,190,0,2008
Red Faction: Guerrilla,PC,"September 15, 2009",82,7.6,"VolitionInc.,ReactorZero","Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",No info,29,361,0,2009
X-Men Legends II: Rise of Apocalypse,PlayStation2,"September 20, 2005",82,7.5,RavenSoftware,"Role-Playing,Action RPG",4  Online,44,49,0,2005
Yoku's Island Express,Switch,"May 29, 2018",82,8.6,VillaGorilla,"Action,Pinball",No Online Multiplayer,29,86,0,2018
Command & Conquer Remastered Collection,PC,"June 5, 2020",82,8.8,Petroglyph,"Miscellaneous,Compilation",Online Multiplayer,58,252,0,2020
Freedom Finger,PlayStation4,"March 24, 2020",82,7.6,WideRightInteractive,"Action,Shooter,Shoot-'Em-Up,Horizontal",No Online Multiplayer,9,41,0,2020
The Book of Unwritten Tales,PC,"October 28, 2011",82,8.2,KINGArt,"Adventure,General,General",No info,32,153,0,2011
Ys: Memories of Celceta,PlayStationVita,"November 26, 2013",82,8.7,Falcom,"Role-Playing,Action RPG,Action RPG",No Online Multiplayer,56,281,0,2013
Laser League,PlayStation4,"May 10, 2018",82,6.5,roll7,"Sports,Team,Futuristic",Up to 6,27,30,0,2018
Super Hydorah,XboxOne,"September 20, 2017",82,6.9,Locomalito,"Action,Shooter,Shoot-'Em-Up,Horizontal",No info,7,8,0,2017
BioShock 2: Minerva's Den,Xbox360,"August 31, 2010",82,8.8,2KMarin,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,12,73,0,2010
Street Fighter V: Champion Edition,PlayStation4,"February 14, 2020",82,6.2,Capcom,"Action,Fighting,2D",2,29,109,0,2020
Hypnospace Outlaw,PC,"March 12, 2019",82,6.7,Tendershoot,"Adventure,Point-and-Click",No Online Multiplayer,17,45,0,2019
KORG DS-10 Synthesizer,DS,"November 4, 2008",82,8.2,AQInteractive,"Miscellaneous,Music Maker,Music Maker,Application",No info,11,13,0,2008
Super Robot Taisen: Original Generation 2,GameBoyAdvance,"November 14, 2006",82,8.4,Banpresto,"Strategy,Turn-Based,Sci-Fi",1 Player,7,10,0,2006
Watch Dogs 2,PlayStation4,"November 15, 2016",82,7.6,UbisoftMontreal,"Action Adventure,Open-World",Up to 4,95,1554,0,2016
Hand of Fate 2,PlayStation4,"November 7, 2017",82,7.5,DefiantDevelopment,"Miscellaneous,Board / Card Game",No Online Multiplayer,14,21,0,2017
TOCA Race Driver 3,PlayStation2,"February 22, 2006",82,7.5,Codemasters,"Driving,General",8  Online,26,19,0,2006
Dance Central,Xbox360,"November 4, 2010",82,8,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Dancing,Dancing",No Online Multiplayer,63,85,0,2010
The Outer Worlds,PC,"October 25, 2019",82,7.3,ObsidianEntertainment,"Role-Playing,Western-Style",No Online Multiplayer,29,1930,0,2019
FIFA 16,PlayStation4,"September 22, 2015",82,4.4,EASports,"Sports,Team,Soccer,Sim",Up to 22,42,1002,0,2015
F1 2011,PlayStation3,"September 20, 2011",82,7.2,Codemasters,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",No info,36,58,0,2011
Capitalism II,PC,"December 16, 2001",82,8.7,EnlightSoftware,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",No info,11,89,0,2001
Rally Trophy,PC,"November 20, 2001",82,7,Bugbear,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",1-6,8,21,0,2001
GT Advance Championship Racing,GameBoyAdvance,"June 8, 2001",82,8.2,MTO,"Driving,Racing,GT / Street",1-2,10,5,0,2001
Ridge Racer 64,Nintendo64,"February 14, 2000",82,8.3,Nintendo,"Driving,Racing,Arcade",1-4,12,21,0,2000
Pokemon Alpha Sapphire,3DS,"November 21, 2014",82,7.4,GameFreak,"Role-Playing,Console-style RPG,Japanese-Style,Trainer",Up to 4,52,726,0,2014
Nuclear Throne,PlayStation4,"December 5, 2015",82,6.3,Vlambeer,"General,Action,General,Shooter,Shoot-'Em-Up,Top-Down",No info,14,48,0,2015
Assassin's Creed Valhalla,XboxOne,"November 10, 2020",82,tbd,"Ubisoft,UbisoftMontreal","Action Adventure,Open-World",No info,12,0,0,2020
Rock Band,PlayStation2,"December 18, 2007",82,6.9,HarmonixMusicSystems,"Miscellaneous,Rhythm,Music",1-4,8,14,0,2007
Stealth Inc 2: A Game of Clones,XboxOne,"April 3, 2015",82,6.9,CurveDigital,"Action,Platformer,2D",No info,7,10,0,2015
Wreckfest,PlayStation4,"August 27, 2019",82,7,Bugbear,"Racing,General,Arcade,Automobile",Online Multiplayer,23,137,0,2019
Dark Souls III: The Ringed City,PC,"March 28, 2017",82,8.3,FromSoftware,"Role-Playing,Action RPG",No info,22,233,0,2017
Dawn of Discovery,PC,"June 17, 2009",82,8.8,"BlueByte,RelatedDesigns","Strategy,Real-Time,Historic,General,Historic",No Online Multiplayer,32,150,0,2009
Pinball FX3,Switch,"December 12, 2017",82,7.8,ZenStudios,"Action,Pinball",No Online Multiplayer,18,50,0,2017
Hitman 2,PC,"November 13, 2018",82,7.4,IoInteractive,"Action Adventure,General",2,22,309,0,2018
Hot Shots Golf: Open Tee 2,PSP,"June 3, 2008",82,8.1,ClapHanz,"Sports,Traditional,Individual,Golf,Arcade,Arcade",1-8,42,14,0,2008
Streets of Rage 4,XboxOne,"April 30, 2020",82,7.8,"BlitWorks,Lizardcube","Action,Beat-'Em-Up,2D",2,9,143,0,2020
Outer Wilds,PlayStation4,"October 15, 2019",82,7.5,"MobiusDigital,LLC","Action Adventure,Open-World",No Online Multiplayer,8,128,0,2019
SingStar (2008),PlayStation3,"May 20, 2008",82,6.1,SCEELondonStudio,"Action,Miscellaneous,Rhythm,Music,Music",1-8,48,16,0,2008
The Sexy Brutale,XboxOne,"April 11, 2017",82,7.1,"AbstractionGames,TequilaWorks,CavalierGameStudios","Adventure,General",No info,13,13,0,2017
FIFA 07 Soccer,PlayStation2,"October 3, 2006",82,7.8,TeamFusion,"Sports,Traditional,Soccer,Sim",4  Online,25,69,0,2006
Child of Light,XboxOne,"April 30, 2014",82,7.7,UbisoftMontreal,"Action,General,General,Role-Playing,General",No info,32,272,0,2014
L.A. Noire: The VR Case Files,PC,"December 15, 2017",82,6.5,RockstarGames,"Adventure,3D,First-Person",No Online Multiplayer,26,25,0,2017
CrossCode,Switch,"July 9, 2020",82,8.3,RadicalFishGames,"Role-Playing,Action RPG",No Online Multiplayer,18,34,0,2020
City of Villains,PC,"October 31, 2005",82,7.6,ParagonStudios,"Role-Playing,Massively Multiplayer Online,Modern,Modern",Massively Multiplayer,40,41,0,2005
Cave Story 3D,3DS,"November 8, 2011",82,8.1,Nicalis,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,29,70,0,2011
The Banner Saga 2,PC,"April 19, 2016",82,8.3,Stoic,"Role-Playing,General,Strategy,Turn-Based,Tactics",No Online Multiplayer,60,180,0,2016
The Wolf Among Us: Episode 2 - Smoke and Mirrors,PlayStation3,"February 4, 2014",82,8.2,TelltaleGames,"Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info,9,85,0,2014
LEGO Marvel Super Heroes,WiiU,"October 22, 2013",82,8,TTGames,"Action Adventure,Fantasy,General,Fantasy,Open-World",No Online Multiplayer,8,79,0,2013
Kentucky Route Zero - Act II,PC,"May 31, 2013",82,7.5,CardboardComputer,"Adventure,General,General",No info,7,51,0,2013
Minecraft: Xbox 360 Edition,Xbox360,"May 9, 2012",82,7.3,"4JStudios,MojangAB","Fantasy,Action Adventure,Adventure,3D,Sandbox,First-Person,Fantasy",Up to 8,63,541,0,2012
MLB 07: The Show,PSP,"February 27, 2007",82,8,SCEASanDiegoStudios,"Sports,Traditional,Team,Baseball,Sim,Sim",2  Online,12,9,0,2007
Dead Space: Extraction,Wii,"September 29, 2009",82,7.9,"EurocomEntertainmentSoftware,VisceralGames,Eurocom","Action,Action Adventure,Horror,Horror,Shooter,Light Gun",No Online Multiplayer,76,97,0,2009
NBA 2K10,Xbox360,"October 6, 2009",82,7.5,VisualConcepts,"Sports,Traditional,Team,Basketball,Sim,Sim",Up to 10,46,35,0,2009
Project CARS 2,PlayStation4,"September 22, 2017",82,6.1,"BandaiNamcoGames,SlightlyMadStudios","Racing,Simulation,Automobile",Up to 16,44,189,0,2017
NBA Ballers,Xbox,"April 5, 2004",82,7.3,Midway,"Sports,Traditional,Basketball,Arcade",1-3,35,10,0,2004
Shadow of the Tomb Raider,XboxOne,"September 12, 2018",82,7.3,EidosMontreal,"Action Adventure,General",2,56,494,0,2018
Football Manager 2018,PC,"November 10, 2017",82,5.9,SportsInteractive,"Sports,Team,Football,Sim",Online Multiplayer,33,94,0,2017
Resident Evil: Revelations,3DS,"February 7, 2012",82,8.5,Capcom,"Action Adventure,Horror,Horror,Survival",2,78,500,0,2012
Tom Clancy's Splinter Cell: Blacklist,PC,"August 20, 2013",82,7.5,UbisoftToronto,"Action Adventure,Modern,General,Modern",No info,13,901,0,2013
